,0
4140,3.8
4141,1.0
4142,3.25
4143,4.0
4144,3.67
4145,3.25
4146,4.0
4147,2.0
4148,3.0
4149,3.85
4150,2.8
4151,2.0
4152,4.0
4153,0.71
4154,4.0
4155,4.0
4156,3.54
4157,4.0
4158,3.31
4159,4.0
4160,3.0
4161,1.54
4162,4.0
4163,1.89
4164,1.75
4165,3.25
4166,1.0
4167,3.0
4168,3.5
4169,3.73
4170,2.75
4171,4.0
4172,3.5
4173,4.0
4174,4.0
4175,2.92
4176,3.67
4177,1.15
4178,3.75
4179,3.8
4180,0.67
4181,0.0
4182,1.88
4183,3.0
4184,4.0
4185,2.25
4186,3.8
4187,4.0
4188,2.5
4189,3.59
4190,4.0
4191,3.77
4192,3.23
4193,3.0
4194,3.2
4195,1.58
4196,2.64
4197,3.8
4198,2.75
4199,2.8
4200,2.56
4201,3.07
4202,2.69
4203,3.5
4204,4.0
4205,3.0
4206,4.0
4207,3.75
4208,3.63
4209,3.57
4210,3.31
4211,3.31
4212,4.0
4213,3.75
4214,2.77
4215,2.67
4216,3.5
4217,2.67
4218,3.0
4219,1.5
4220,1.55
4221,2.38
4222,2.0
4223,4.0
4224,2.62
4225,3.38
4226,3.0
4227,4.0
4228,3.25
4229,4.0
4230,1.45
4231,4.0
4232,3.6
4233,4.0
4234,1.88
4235,3.44
4236,2.5
4237,0.0
4238,4.0
4239,0.0
4240,4.0
4241,2.67
4242,2.0
4243,3.38
4244,3.59
4245,2.6
4246,4.0
4247,4.0
4248,3.0
4249,2.38
4250,3.13
4251,2.0
4252,1.0
4253,3.0
4254,3.75
4255,2.0
4256,3.75
4257,0.0
4258,3.79
4259,4.0
4260,4.0
4261,2.0
4262,3.56
4263,3.8
4264,2.5
4265,3.33
4266,3.75
4267,3.57
4268,2.5
4269,2.75
4270,3.23
4271,2.5
4272,3.33
4273,3.75
4274,3.44
4275,3.86
4276,3.33
4277,3.0
4278,3.2
4279,2.0
4280,3.0
4281,2.94
4282,3.25
4283,3.8
4284,3.0
4285,2.5
4286,3.0
4287,2.0
4288,3.0
4289,3.5
4290,3.5
4291,1.8
4292,3.08
4293,0.5
4294,4.0
4295,2.85
4296,4.0
4297,3.56
4298,1.5
4299,0.5
4300,2.25
4301,2.2
4302,3.08
4303,1.8
4304,3.0
4305,1.5
4306,2.5
4307,3.5
4308,3.67
4309,1.31
4310,3.0
4311,3.0
4312,3.5
4313,0.0
4314,4.0
4315,4.0
4316,2.65
4317,4.0
4318,3.08
4319,2.5
4320,3.0
4321,1.8
4322,2.0
4323,2.0
4324,2.92
4325,4.0
4326,2.8
4327,3.25
4328,3.5
4329,3.5
4330,2.0
4331,1.75
4332,2.4
4333,3.33
4334,3.0
4335,3.77
4336,3.25
4337,4.0
4338,3.54
4339,4.0
4340,3.54
4341,3.81
4342,2.5
4343,3.0
4344,3.38
4345,3.0
4346,3.5
4347,2.25
4348,2.23
4349,3.0
4350,3.8
4351,2.2
4352,2.75
4353,2.31
4354,2.0
4355,3.75
4356,2.4
4357,1.2
4358,3.0
4359,2.94
4360,2.0
4361,3.25
4362,0.0
4363,4.0
4364,4.0
4365,0.0
4366,4.0
4367,3.75
4368,3.56
4369,3.0
4370,3.0
4371,2.63
4372,3.31
4373,3.68
4374,1.0
4375,3.31
4376,2.25
4377,2.75
4378,2.0
4379,2.6
4380,3.0
4381,4.0
4382,2.79
4383,3.0
4384,3.0
4385,1.33
4386,2.75
4387,4.0
4388,4.0
4389,1.6
4390,3.8
4391,0.0
4392,3.94
4393,3.25
4394,3.5
4395,0.0
4396,2.75
4397,2.46
4398,2.9
4399,3.33
4400,3.56
4401,3.57
4402,3.5
4403,2.25
4404,3.23
4405,3.08
4406,4.0
4407,4.0
4408,3.4
4409,4.0
4410,4.0
4411,3.0
4412,0.25
4413,3.8
4414,4.0
4415,2.36
4416,2.69
4417,3.4
4418,3.0
4419,1.0
4420,2.58
4421,2.07
4422,2.91
4423,0.17
4424,3.67
4425,1.81
4426,2.81
4427,2.0
4428,3.25
4429,1.5
4430,2.8
4431,0.0
4432,2.25
4433,2.75
4434,3.69
4435,3.23
4436,3.67
4437,2.75
4438,1.08
4439,0.0
4440,4.0
4441,0.0
4442,4.0
4443,3.33
4444,0.5
4445,4.0
4446,2.5
4447,0.5
4448,3.09
4449,2.0
4450,4.0
4451,1.71
4452,2.67
4453,4.0
4454,3.0
4455,2.67
4456,0.86
4457,3.82
4458,1.5
4459,4.0
4460,3.19
4461,3.5
4462,4.0
4463,4.0
4464,1.42
4465,2.0
4466,3.0
4467,1.5
4468,1.24
4469,3.0
4470,2.87
4471,3.23
4472,3.54
4473,0.0
4474,3.19
4475,2.25
4476,4.0
4477,2.75
4478,3.79
4479,0.0
4480,1.92
4481,1.5
4482,1.69
4483,3.75
4484,0.69
4485,3.5
4486,3.0
4487,2.0
4488,2.0
4489,2.67
4490,4.0
4491,1.13
4492,0.22
4493,2.64
4494,1.6
4495,1.0
4496,1.67
4497,1.65
4498,2.88
4499,2.81
4500,3.33
4501,2.7
4502,2.0
4503,2.0
4504,2.75
4505,4.0
4506,3.54
4507,3.4
4508,3.6
4509,3.5
4510,3.0
4511,2.42
4512,3.2
4513,3.73
4514,2.0
4515,2.57
4516,2.73
4517,2.67
4518,2.77
4519,3.75
4520,4.0
4521,3.8
4522,3.2
4523,1.43
4524,2.36
4525,4.0
4526,3.33
4527,3.6
4528,3.67
4529,1.6
4530,2.27
4531,0.0
4532,3.0
4533,1.25
4534,2.6
4535,3.2
4536,4.0
4537,2.43
4538,3.25
4539,3.75
4540,1.46
4541,2.0
4542,4.0
4543,3.2
4544,2.42
4545,3.0
4546,2.5
4547,2.0
4548,2.0
4549,4.0
4550,1.67
4551,3.31
4552,4.0
4553,1.0
4554,2.08
4555,3.4
4556,4.0
4557,2.69
4558,0.07
4559,2.33
4560,0.0
4561,3.33
4562,1.0
4563,2.14
4564,3.65
4565,2.67
4566,2.0
4567,4.0
4568,4.0
4569,4.0
4570,1.46
4571,2.6
4572,3.75
4573,3.0
4574,2.75
4575,3.0
4576,0.0
4577,3.5
4578,2.69
4579,3.2
4580,3.65
4581,4.0
4582,2.5
4583,3.72
4584,0.0
4585,1.0
4586,2.43
4587,4.0
4588,4.0
4589,2.42
4590,4.0
4591,4.0
4592,2.5
4593,2.69
4594,3.0
4595,3.0
4596,3.0
4597,1.0
4598,3.6
4599,3.33
4600,1.87
4601,3.29
4602,2.5
4603,3.08
4604,3.21
4605,3.8
4606,2.73
4607,3.1
4608,3.8
4609,3.0
4610,3.6
4611,2.68
4612,3.81
4613,3.46
4614,4.0
4615,4.0
4616,3.6
4617,4.0
4618,2.6
4619,3.93
4620,3.0
4621,2.92
4622,2.6
4623,3.06
4624,1.46
4625,1.8
4626,3.5
4627,3.0
4628,2.77
4629,2.88
4630,4.0
4631,0.0
4632,2.2
4633,3.4
4634,4.0
4635,2.6
4636,0.67
4637,0.0
4638,2.0
4639,3.93
4640,3.38
4641,4.0
4642,3.67
4643,4.0
4644,4.0
4645,3.0
4646,2.33
4647,3.25
4648,4.0
4649,2.7
4650,3.0
4651,2.54
4652,4.0
4653,3.29
4654,3.8
4655,1.92
4656,4.0
4657,3.81
4658,2.79
4659,0.0
4660,3.59
4661,2.08
4662,3.75
4663,3.2
4664,2.6
4665,4.0
4666,2.69
4667,1.54
4668,3.67
4669,3.75
4670,4.0
4671,4.0
4672,2.33
4673,2.5
4674,1.91
4675,3.5
4676,2.4
4677,4.0
4678,2.69
4679,3.65
4680,3.0
4681,3.0
4682,3.2
4683,3.38
4684,3.2
4685,3.2
4686,2.76
4687,2.5
4688,0.6
4689,4.0
4690,3.1
4691,3.2
4692,1.2
4693,3.4
4694,1.6
4695,4.0
4696,1.5
4697,3.44
4698,2.15
4699,4.0
4700,1.15
4701,4.0
4702,2.57
4703,1.5
4704,3.0
4705,2.67
4706,1.0
4707,1.0
4708,2.0
4709,4.0
4710,1.25
4711,3.75
4712,0.0
4713,3.5
4714,4.0
4715,3.17
4716,3.6
4717,3.84
4718,2.83
4719,2.75
4720,3.5
4721,2.2
4722,3.4
4723,2.0
4724,2.6
4725,3.0
4726,1.71
4727,3.6
4728,2.5
4729,1.57
4730,2.75
4731,2.25
4732,4.0
4733,2.54
4734,3.62
4735,3.8
4736,3.25
4737,4.0
4738,0.0
4739,3.54
4740,3.5
4741,0.0
4742,2.33
4743,2.2
4744,3.33
4745,0.63
4746,3.0
4747,2.71
4748,4.0
4749,0.75
4750,3.0
4751,2.44
4752,2.73
4753,1.33
4754,3.08
4755,4.0
4756,4.0
4757,2.63
4758,1.33
4759,2.13
4760,1.5
4761,2.57
4762,3.83
4763,3.0
4764,4.0
4765,2.0
4766,2.0
4767,4.0
4768,1.92
4769,2.8
4770,1.8
4771,2.8
4772,3.0
4773,3.21
4774,4.0
4775,4.0
4776,3.88
4777,4.0
4778,2.8
4779,3.6
4780,2.6
4781,4.0
4782,3.46
4783,3.82
4784,3.83
4785,2.0
4786,3.25
4787,3.0
4788,1.93
4789,4.0
4790,1.5
4791,3.08
4792,0.46
4793,3.5
4794,0.33
4795,3.25
4796,3.27
4797,0.0
4798,2.33
4799,3.0
4800,2.5
4801,3.38
4802,2.4
4803,4.0
4804,3.0
4805,2.33
4806,3.5
4807,3.82
4808,1.75
4809,3.0
4810,4.0
4811,3.08
4812,3.0
4813,0.0
4814,2.25
4815,4.0
4816,3.0
4817,2.77
4818,3.0
4819,1.77
4820,1.79
4821,2.23
4822,2.45
4823,4.0
4824,3.36
4825,0.0
4826,0.75
4827,4.0
4828,2.75
4829,3.87
4830,1.93
4831,2.0
4832,3.25
4833,1.2
4834,3.94
4835,2.71
4836,4.0
4837,3.0
4838,3.0
4839,3.0
4840,3.71
4841,1.25
4842,3.0
4843,2.77
4844,3.8
4845,3.64
4846,3.54
4847,4.0
4848,1.5
4849,1.0
4850,3.0
4851,3.0
4852,4.0
4853,4.0
4854,2.0
4855,0.67
4856,3.24
4857,4.0
4858,4.0
4859,1.5
4860,3.0
4861,2.17
4862,3.67
4863,3.54
4864,4.0
4865,2.4
4866,4.0
4867,2.69
4868,3.29
4869,3.4
4870,2.25
4871,4.0
4872,3.38
4873,0.0
4874,3.0
4875,3.77
4876,3.33
4877,4.0
4878,1.75
4879,3.0
4880,3.44
4881,3.2
4882,3.5
4883,2.29
4884,4.0
4885,3.42
4886,3.13
4887,2.45
4888,0.0
4889,4.0
4890,2.33
4891,3.75
4892,3.56
4893,3.5
4894,2.0
4895,2.15
4896,0.0
4897,2.23
4898,3.56
4899,2.8
4900,2.6
4901,2.86
4902,3.83
4903,4.0
4904,3.15
4905,2.5
4906,4.0
4907,2.5
4908,1.0
4909,0.0
4910,4.0
4911,3.33
4912,2.0
4913,3.0
4914,3.23
4915,3.0
4916,3.5
4917,2.25
4918,4.0
4919,3.58
4920,3.25
4921,3.5
4922,4.0
4923,0.0
4924,3.0
4925,3.17
4926,4.0
4927,4.0
4928,4.0
4929,1.0
4930,2.14
4931,3.54
4932,2.69
4933,4.0
4934,3.0
4935,2.95
4936,3.3
4937,2.21
4938,4.0
4939,3.1
4940,3.1
4941,2.5
4942,4.0
4943,3.38
4944,4.0
4945,2.68
4946,3.25
4947,2.07
4948,3.0
4949,3.06
4950,3.67
4951,3.33
4952,3.6
4953,4.0
4954,2.77
4955,3.38
4956,3.17
4957,1.67
4958,3.2
4959,3.54
4960,3.81
4961,3.0
4962,3.81
4963,4.0
4964,2.31
4965,3.38
4966,3.41
4967,2.0
4968,3.0
4969,2.5
4970,2.6
4971,3.4
4972,3.0
4973,1.85
4974,3.0
4975,4.0
4976,3.5
4977,2.86
4978,2.5
4979,2.0
4980,3.5
4981,4.0
4982,4.0
4983,3.1
4984,2.71
4985,2.12
4986,3.5
4987,3.35
4988,2.8
4989,3.79
4990,3.87
4991,4.0
4992,4.0
4993,0.0
4994,3.0
4995,2.75
4996,4.0
4997,3.5
4998,3.5
4999,3.6
5000,3.5
5001,4.0
5002,2.0
5003,3.0
5004,2.25
5005,4.0
5006,4.0
5007,4.0
5008,1.25
5009,2.5
5010,3.5
5011,3.4
5012,2.87
5013,2.14
5014,3.5
5015,4.0
5016,3.79
5017,3.38
5018,3.0
5019,4.0
5020,1.0
5021,1.62
5022,3.43
5023,4.0
5024,0.0
5025,4.0
5026,4.0
5027,2.5
5028,2.82
5029,0.0
5030,3.75
5031,1.2
5032,4.0
5033,2.31
5034,3.5
5035,1.8
5036,3.46
5037,2.33
5038,2.0
5039,3.0
5040,3.75
5041,4.0
5042,2.4
5043,3.25
5044,2.5
5045,2.83
5046,3.19
5047,3.76
5048,2.0
5049,0.33
5050,4.0
5051,3.5
5052,2.25
5053,3.54
5054,2.31
5055,3.0
5056,2.46
5057,3.0
5058,3.0
5059,2.75
5060,3.5
5061,2.8
5062,3.67
5063,2.2
5064,3.6
5065,3.0
5066,4.0
5067,2.56
5068,0.56
5069,3.0
5070,3.06
5071,1.43
5072,2.5
5073,2.0
5074,3.0
5075,3.43
5076,3.08
5077,4.0
5078,3.0
5079,2.23
5080,4.0
5081,3.25
5082,3.33
5083,3.8
5084,2.15
5085,3.81
5086,2.25
5087,3.5
5088,4.0
5089,4.0
5090,3.4
5091,4.0
5092,4.0
5093,3.0
5094,2.38
5095,3.2
5096,3.0
5097,4.0
5098,2.5
5099,3.0
5100,3.6
5101,3.75
5102,4.0
5103,0.95
5104,4.0
5105,3.0
5106,3.11
5107,2.07
5108,2.6
5109,3.14
5110,3.33
5111,2.2
5112,2.5
5113,2.5
5114,4.0
5115,2.92
5116,3.54
5117,3.5
5118,3.35
5119,3.1
5120,3.0
5121,0.5
5122,3.25
5123,3.0
5124,3.15
5125,3.6
5126,3.31
5127,2.75
5128,3.0
5129,0.0
5130,1.75
5131,4.0
5132,3.6
5133,3.2
5134,1.54
5135,3.25
5136,4.0
5137,4.0
5138,3.54
5139,3.0
5140,2.0
5141,3.58
5142,3.67
5143,4.0
5144,2.63
5145,4.0
5146,3.0
5147,2.5
5148,3.09
5149,3.06
5150,0.0
5151,3.77
5152,2.91
5153,3.0
5154,3.54
5155,3.85
5156,2.33
5157,3.0
5158,3.6
5159,3.0
5160,3.8
5161,3.23
5162,1.73
5163,3.33
5164,3.73
5165,4.0
5166,3.0
5167,4.0
5168,0.8
5169,3.8
5170,2.21
5171,4.0
5172,3.0
5173,3.25
5174,3.25
5175,3.75
5176,4.0
5177,3.83
5178,2.0
5179,1.25
5180,2.85
5181,3.81
5182,3.5
5183,3.6
5184,3.0
5185,3.0
5186,2.0
5187,3.23
5188,3.4
5189,2.75
5190,2.8
5191,3.0
5192,2.8
5193,3.0
5194,4.0
5195,1.67
5196,3.0
5197,2.33
5198,3.5
5199,3.38
5200,4.0
5201,3.4
5202,3.33
5203,1.5
5204,2.0
5205,3.8
5206,3.0
5207,0.0
5208,0.6
5209,3.54
5210,3.23
5211,3.45
5212,3.31
5213,1.77
5214,2.5
5215,3.75
5216,1.0
5217,2.38
5218,3.75
5219,3.4
5220,3.81
5221,4.0
5222,3.64
5223,1.46
5224,3.17
5225,3.54
5226,3.33
5227,2.8
5228,4.0
5229,4.0
5230,1.67
5231,3.6
5232,2.2
5233,3.0
5234,2.71
5235,2.2
5236,0.67
5237,3.4
5238,3.46
5239,3.5
5240,3.23
5241,2.75
5242,4.0
5243,3.0
5244,3.17
5245,3.4
5246,2.2
5247,4.0
5248,0.75
5249,3.75
5250,0.75
5251,2.85
5252,1.33
5253,4.0
5254,4.0
5255,1.5
5256,4.0
5257,3.46
5258,3.0
5259,0.0
5260,0.0
5261,2.75
5262,2.0
5263,0.0
5264,2.6
5265,2.33
5266,2.0
5267,0.0
5268,2.4
5269,3.5
5270,3.0
5271,2.67
5272,4.0
5273,4.0
5274,2.83
5275,2.92
5276,0.5
5277,3.25
5278,3.82
5279,2.9
5280,4.0
5281,3.0
5282,3.0
5283,1.33
5284,2.0
5285,3.0
5286,3.5
5287,2.25
5288,2.0
5289,4.0
5290,2.5
5291,2.8
5292,3.5
5293,2.5
5294,4.0
5295,3.0
5296,3.3
5297,4.0
5298,3.63
5299,0.0
5300,2.0
5301,4.0
5302,2.5
5303,2.75
5304,3.0
5305,0.0
5306,2.0
5307,3.5
5308,3.47
5309,4.0
5310,4.0
5311,3.77
5312,2.75
5313,3.2
5314,3.46
5315,3.0
5316,2.85
5317,4.0
5318,3.69
5319,1.33
5320,2.2
5321,4.0
5322,3.8
5323,0.23
5324,3.2
5325,4.0
5326,3.23
5327,2.7
5328,2.0
5329,1.4
5330,2.8
5331,2.23
5332,3.56
5333,3.63
5334,3.0
5335,3.6
5336,3.4
5337,3.6
5338,4.0
5339,4.0
5340,3.69
5341,3.08
5342,2.23
5343,3.33
5344,3.5
5345,2.62
5346,3.13
5347,3.23
5348,3.54
5349,0.0
5350,3.0
5351,2.5
5352,3.46
5353,3.58
5354,2.5
5355,3.8
5356,3.18
5357,2.27
5358,3.0
5359,0.0
5360,3.64
5361,4.0
5362,2.0
5363,4.0
5364,3.33
5365,2.5
5366,3.57
5367,2.4
5368,2.6
5369,3.5
5370,2.25
5371,1.0
5372,2.57
5373,3.31
5374,1.67
5375,3.4
5376,1.23
5377,3.2
5378,2.91
5379,4.0
5380,3.0
5381,3.5
5382,4.0
5383,3.0
5384,1.75
5385,2.83
5386,3.5
5387,0.0
5388,2.75
5389,2.75
5390,2.81
5391,3.4
5392,4.0
5393,3.33
5394,1.9
5395,3.13
5396,3.83
5397,3.6
5398,2.08
5399,3.0
5400,2.5
5401,4.0
5402,2.25
5403,3.6
5404,1.77
5405,2.67
5406,3.71
5407,3.6
5408,2.38
5409,4.0
5410,2.33
5411,3.8
5412,0.85
5413,3.0
5414,2.25
5415,3.0
5416,2.75
5417,2.25
5418,2.67
5419,3.17
5420,3.5
5421,3.0
5422,2.87
5423,0.5
5424,4.0
5425,3.83
5426,3.0
5427,3.27
5428,2.25
5429,2.75
5430,3.0
5431,4.0
5432,2.6
5433,2.83
5434,4.0
5435,3.5
5436,3.75
5437,4.0
5438,3.67
5439,3.1
5440,3.0
5441,3.6
5442,2.6
5443,3.0
5444,1.69
5445,2.46
5446,2.0
5447,3.25
5448,2.25
5449,3.13
5450,4.0
5451,3.17
5452,4.0
5453,2.8
5454,2.15
5455,0.0
5456,2.0
5457,3.0
5458,3.69
5459,2.95
5460,2.31
5461,1.5
5462,3.4
5463,2.69
5464,2.4
5465,2.67
5466,1.6
5467,0.43
5468,1.62
5469,4.0
5470,0.0
5471,3.0
5472,0.0
5473,3.0
5474,4.0
5475,1.6
5476,3.5
5477,3.0
5478,4.0
5479,3.77
5480,3.8
5481,2.94
5482,3.33
5483,1.23
5484,3.0
5485,3.5
5486,2.4
5487,2.67
5488,3.44
5489,3.8
5490,1.4
5491,2.0
5492,4.0
5493,0.4
5494,4.0
5495,0.71
5496,2.8
5497,3.75
5498,3.8
5499,4.0
5500,0.69
5501,2.6
5502,2.85
5503,3.79
5504,3.69
5505,2.69
5506,3.5
5507,2.5
5508,4.0
5509,3.6
5510,3.5
5511,3.33
5512,4.0
5513,3.54
5514,2.9
5515,0.0
5516,2.25
5517,3.8
5518,4.0
5519,0.0
5520,4.0
5521,4.0
5522,4.0
5523,3.75
5524,3.75
5525,4.0
5526,2.62
5527,4.0
5528,3.25
5529,2.5
5530,3.46
5531,2.5
5532,2.6
5533,2.75
5534,3.0
5535,3.0
5536,3.4
5537,2.82
5538,3.33
5539,3.5
5540,3.8
5541,2.0
5542,0.8
5543,3.73
5544,3.25
5545,4.0
5546,2.25
5547,2.92
5548,2.0
5549,2.33
5550,2.64
5551,3.2
5552,3.0
5553,4.0
5554,2.25
5555,3.38
5556,2.6
5557,4.0
5558,3.69
5559,2.88
5560,2.75
5561,4.0
5562,3.5
5563,3.5
5564,3.33
5565,3.85
5566,1.62
5567,3.0
5568,2.5
5569,1.25
5570,3.5
5571,4.0
5572,2.47
5573,3.53
5574,2.5
5575,3.8
5576,1.75
5577,2.69
5578,3.6
5579,4.0
5580,3.0
5581,4.0
5582,0.0
5583,2.0
5584,2.62
5585,4.0
5586,3.3
5587,4.0
5588,3.15
5589,4.0
5590,3.5
5591,3.67
5592,0.0
5593,1.71
5594,2.5
5595,2.0
5596,3.78
5597,2.36
5598,3.4
5599,3.79
5600,0.0
5601,3.54
5602,4.0
5603,1.0
5604,3.0
5605,3.33
5606,3.93
5607,3.0
5608,3.4
5609,1.73
5610,3.33
5611,4.0
5612,4.0
5613,3.68
5614,2.75
5615,2.8
5616,3.92
5617,3.5
5618,4.0
5619,2.0
5620,3.0
5621,0.0
5622,2.5
5623,3.82
5624,3.5
5625,3.44
5626,1.38
5627,4.0
5628,2.5
5629,3.0
5630,0.46
5631,4.0
5632,3.0
5633,2.31
5634,3.8
5635,3.75
5636,3.5
5637,2.81
5638,3.2
5639,3.3
5640,1.0
5641,4.0
5642,2.0
5643,3.75
5644,4.0
5645,2.4
5646,0.86
5647,4.0
5648,1.0
5649,2.67
5650,3.31
5651,3.38
5652,2.33
5653,3.5
5654,2.75
5655,3.5
5656,3.25
5657,1.77
5658,2.77
5659,3.0
5660,3.75
5661,2.3
5662,1.77
5663,2.6
5664,3.77
5665,3.48
5666,4.0
5667,0.0
5668,4.0
5669,4.0
5670,2.54
5671,3.2
5672,4.0
5673,2.5
5674,2.0
5675,3.33
5676,3.5
5677,2.4
5678,4.0
5679,3.25
5680,3.5
5681,3.94
5682,3.21
5683,2.5
5684,4.0
5685,4.0
5686,3.67
5687,1.2
5688,4.0
5689,2.75
5690,1.67
5691,4.0
5692,4.0
5693,3.47
5694,3.71
5695,2.35
5696,0.75
5697,0.91
5698,1.54
5699,3.6
5700,2.6
5701,3.54
5702,3.19
5703,2.67
5704,2.93
5705,1.75
5706,4.0
5707,2.75
5708,3.31
5709,0.0
5710,3.83
5711,1.75
5712,3.5
5713,0.77
5714,4.0
5715,0.0
5716,3.44
5717,4.0
5718,3.5
5719,2.0
5720,4.0
5721,4.0
5722,2.75
5723,0.75
5724,2.14
5725,1.0
5726,3.84
5727,4.0
5728,4.0
5729,3.38
5730,1.25
5731,2.38
5732,3.46
5733,4.0
5734,3.21
5735,1.92
5736,2.93
5737,3.0
5738,3.67
5739,3.0
5740,4.0
5741,3.0
5742,2.5
5743,2.23
5744,2.71
5745,3.42
5746,1.25
5747,2.0
5748,0.69
5749,4.0
5750,2.75
5751,4.0
5752,4.0
5753,3.4
5754,2.8
5755,4.0
5756,4.0
5757,0.0
5758,1.94
5759,3.0
5760,3.5
5761,2.2
5762,3.0
5763,2.33
5764,1.25
5765,1.77
5766,4.0
5767,4.0
5768,1.93
5769,3.0
5770,2.0
5771,2.67
5772,2.5
5773,3.6
5774,3.4
5775,2.0
5776,3.83
5777,3.25
5778,4.0
5779,3.0
5780,1.0
5781,4.0
5782,0.0
5783,3.75
5784,3.67
5785,4.0
5786,4.0
5787,3.0
5788,3.83
5789,1.38
5790,2.93
5791,1.82
5792,3.0
5793,3.8
5794,2.6
5795,2.36
5796,3.0
5797,1.69
5798,3.1
5799,2.31
5800,2.25
5801,2.0
5802,3.2
5803,4.0
5804,0.0
5805,1.5
5806,3.33
5807,2.2
5808,4.0
5809,3.5
5810,2.27
5811,3.56
5812,1.67
5813,3.4
5814,1.5
5815,0.62
5816,2.6
5817,3.54
5818,1.5
5819,4.0
5820,3.29
5821,3.4
5822,3.93
5823,3.0
5824,4.0
5825,3.0
5826,3.25
5827,4.0
5828,3.0
5829,2.82
5830,4.0
5831,3.5
5832,1.67
5833,3.5
5834,3.68
5835,2.08
5836,4.0
5837,0.55
5838,3.76
5839,3.0
5840,2.6
5841,2.8
5842,3.6
5843,0.0
5844,3.75
5845,3.5
5846,0.75
5847,0.0
5848,3.43
5849,4.0
5850,2.61
5851,2.67
5852,4.0
5853,3.8
5854,3.0
5855,3.75
5856,1.67
5857,3.5
5858,2.5
5859,3.13
5860,3.0
5861,4.0
5862,2.86
5863,3.08
5864,3.8
5865,0.54
5866,2.0
5867,4.0
5868,3.67
5869,3.57
5870,4.0
5871,4.0
5872,3.0
5873,4.0
5874,3.4
5875,4.0
5876,3.71
5877,4.0
5878,4.0
5879,0.38
5880,4.0
5881,3.7
5882,3.0
5883,4.0
5884,1.2
5885,2.57
5886,3.67
5887,4.0
5888,3.0
5889,3.5
5890,2.89
5891,1.25
5892,2.25
5893,2.4
5894,3.0
5895,1.33
5896,3.0
5897,3.4
5898,3.43
5899,4.0
5900,2.67
5901,2.8
5902,2.86
5903,1.0
5904,4.0
5905,2.0
5906,2.5
5907,3.0
5908,3.17
5909,2.32
5910,3.67
5911,4.0
5912,2.5
5913,4.0
5914,3.25
5915,3.0
5916,1.0
5917,3.6
5918,2.5
5919,3.38
5920,4.0
5921,3.5
5922,3.19
5923,2.21
5924,1.5
5925,2.5
5926,4.0
5927,3.0
5928,2.0
5929,4.0
5930,3.0
5931,3.5
5932,3.8
5933,2.25
5934,3.63
5935,3.5
5936,1.6
5937,3.2
5938,2.33
5939,2.25
5940,3.6
5941,1.54
5942,4.0
5943,3.8
5944,3.5
5945,0.54
5946,2.55
5947,4.0
5948,2.3
5949,0.0
5950,4.0
5951,2.0
5952,3.0
5953,2.0
5954,1.27
5955,3.0
5956,0.75
5957,3.0
5958,3.75
5959,3.6
5960,3.23
5961,4.0
5962,1.62
5963,3.75
5964,3.25
5965,2.44
5966,2.93
5967,3.31
5968,3.0
5969,3.4
5970,2.0
5971,4.0
5972,1.0
5973,2.8
5974,2.6
5975,4.0
5976,3.4
5977,2.6
5978,4.0
5979,4.0
5980,2.0
5981,4.0
5982,3.33
5983,3.2
5984,2.4
5985,2.75
5986,3.2
5987,1.92
5988,3.2
5989,2.46
5990,2.5
5991,3.25
5992,3.38
5993,3.86
5994,1.75
5995,3.0
5996,3.15
5997,3.75
5998,3.38
5999,2.33
6000,2.0
6001,2.38
6002,0.5
6003,2.6
6004,1.0
6005,2.0
6006,3.5
6007,3.57
6008,0.0
6009,3.19
6010,3.6
6011,2.0
6012,2.6
6013,1.16
6014,2.75
6015,3.38
6016,3.33
6017,3.25
6018,3.75
6019,2.8
6020,4.0
6021,2.25
6022,2.0
6023,2.0
6024,0.25
6025,3.0
6026,1.75
6027,2.4
6028,2.8
6029,1.25
6030,1.5
6031,2.54
6032,4.0
6033,3.0
6034,4.0
6035,2.75
6036,4.0
6037,0.6
6038,4.0
6039,4.0
6040,2.17
6041,3.31
6042,3.92
6043,2.0
6044,0.92
6045,3.75
6046,3.14
6047,4.0
6048,3.5
6049,0.57
6050,3.0
6051,3.0
6052,3.13
6053,3.4
6054,4.0
6055,4.0
6056,2.67
6057,0.6
6058,0.0
6059,4.0
6060,3.0
6061,0.0
6062,0.0
6063,3.83
6064,3.46
6065,2.25
6066,3.75
6067,3.07
6068,0.58
6069,3.0
6070,2.21
6071,4.0
6072,2.2
6073,3.56
6074,3.6
6075,3.75
6076,3.23
6077,1.67
6078,4.0
6079,0.0
6080,0.0
6081,0.0
6082,4.0
6083,2.0
6084,2.0
6085,2.75
6086,3.5
6087,3.6
6088,3.47
6089,4.0
6090,2.81
6091,3.5
6092,3.25
6093,2.33
6094,2.33
6095,2.69
6096,3.5
6097,4.0
6098,1.33
6099,2.75
6100,3.75
6101,3.38
6102,3.43
6103,1.33
6104,3.0
6105,3.0
6106,3.83
6107,3.0
6108,4.0
6109,2.5
6110,3.2
6111,3.5
6112,3.0
6113,2.8
6114,3.5
6115,3.0
6116,3.4
6117,3.83
6118,4.0
6119,3.5
6120,4.0
6121,2.38
6122,3.24
6123,4.0
6124,1.71
6125,4.0
6126,2.25
6127,4.0
6128,3.5
6129,2.83
6130,3.0
6131,3.4
6132,3.69
6133,2.25
6134,4.0
6135,3.14
6136,3.63
6137,3.0
6138,2.5
